Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,polarity,sentiment
T,@d4LALISA,2023-03-19T04:38:55.000Z,#notojeepneyphaseout shirt next,,,,0,neutral
comms open,@imdawae_,2023-03-19T04:34:29.000Z,miss bakit ka sa akin nakatingin?fb name ko ba ay iyong hihingin?#artph #notojeepneyphaseout,,,5,0,neutral
jaljalani,@eeeamnellaj,2023-03-19T03:33:05.000Z,"#notojeepneyphaseout ako na mabigat pa talaga huling sumakay. i'm sorry, ma! ",,,3,1,positive
ke,@sha_myang,2023-03-19T02:41:36.000Z,#notojeepneyphaseout hjnuy5u7hjy5nhnuyyty,,,,0,neutral
FilipinaExpat,@LizetteZambran4,2023-03-19T02:23:18.000Z,#notojeepneyphaseout,,,1,0,neutral
Catherine Reyes,@khate0817,2023-03-19T02:18:54.000Z,#notojeepneyphaseout,,,,0,neutral
,@marchisrogue,2023-03-19T02:13:24.000Z,magsiayos kayo #notojeepneyphaseout gusto ko pang mag roadtrip at ikutin ang up diliman ng may kyusi na patugtog,1.0,,,1,positive
nath,@user0122i8,2023-03-19T01:39:31.000Z,haha one time naghatag ko 20 tas ginsinsilyo sakon 6 pesos sge lang ah yadi pa ang 3 pesos #notojeepneyphaseout,,,1,0,neutral
zild,@zildbeniten,2023-03-19T00:47:29.000Z,"s'yempre isang klasik jeepney adventure is, yung late ka na, tapos magpapa-gas pa si manong driver! #notojeepneyphaseout pa rin",,,2,0,neutral
neil,@hynskn,2023-03-19T00:43:35.000Z,"at ngayon, alam ko na 'di na talaga ako.#notojeepneyphaseout",,,,1,positive
Ben West,@BenWest07,2023-03-19T00:30:16.000Z,"this is what they want to see everyday sa pag phase out ng jeep, tinaasan lang ceiling eh pwede na magtayuan tulad sa bus until di na makakilos lahat.di naiisip ang danger sa overloading..#notojeepneyphaseout",,,,0,neutral
mi casa,@kyecries,2023-03-19T00:29:08.000Z,#notojeepneyphaseout please give us support by liking the original posthttps://facebook.com/100015619307748/posts/pfbid0358hcv48w2x5f8ga6mmyo5yvsl3uqcrpqfvhvwyxrwarskxi9rnneuwtbbhu3negdl/?app=fbl…,,,,1,positive
crescent,@duuhnae,2023-03-18T17:12:43.000Z,replying to @kopibarb,1.0,,1,0,neutral
emnjnsn,@emaaaaaaaaaaann,2023-03-18T15:49:28.000Z,replying to @marinaxsummers,,,,0,neutral
ᴄᴀᴍɪʟᴀ,@lizardocamilaaa,2023-03-18T15:35:14.000Z,replying to @lovercigs,,,,0,neutral
ZAM,@erikaaadcz,2023-03-18T15:14:47.000Z,cute ng nasakyan ko hahahahaha#notojeepneyphaseout,,,2,1,positive
the walking dead,@92VenK,2023-03-18T13:45:54.000Z,paano mag bayad sa jeep? hahaha #notojeepneyphaseout,,,3,-1,negative
KULAS Komiket Pride #92,@artnikulas,2023-03-18T08:26:41.000Z,boogsh nahabol sa print!suportahan natin laban ng mga tsuper! #notojeepneyphaseout ,2.0,8,30,1,positive
Dua C-137,@Shit_cakess,2023-03-18T07:25:58.000Z,#notojeepneyphaseout pa ako tapos dalawang jeep ung malapit na ako mabangga. di ako nadisappoint sa part na malapit ako banggain ako dun sa part na di ako binangga na disappoint e hays,,,,2,positive
Kris_P,@Kris_404_p,2023-03-18T04:38:36.000Z,#notojeepneyphaseout daw kasi. ,,,13,0,neutral
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-18T02:30:19.000Z,"let us continue to assert that public transportation is a public service. let us continue to fight for pro-people, inclusive, and mass public transportation that benefits everyone.read our full statement #notojeepneyphaseout#notopuvphaseout",,4,7,1,positive
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-18T02:30:05.000Z,"the recent announcement by the department of transportation (dotr) to provide a ""discount"" on public utility vehicle (puv) fares from p12 to p9 is welcome news for para! advocates for inclusive transport and the rest of the commuting population.#notojeepneyphaseout",1.0,14,19,2,positive
fran,@franniesigz,2023-03-18T01:32:00.000Z,omw to dost exam today #notojeepneyphaseout,,,1,0,neutral
zild,@zildbeniten,2023-03-18T00:44:17.000Z,talaga namang ang dami mong free time sa work kapag byaheng langit ang jeep #notojeepneyphaseout talaga,,,2,5,positive
Chandler Haw,@woopoo_hehe,2023-03-17T16:59:00.000Z,natulog#notojeepneyphaseout #lbl #notsayingidontlikeyoubut #mmk,,,,0,neutral
Chandler Haw,@woopoo_hehe,2023-03-17T16:43:00.000Z,time check: reminder para matulog nako #notojeepneyphaseout,,,,-1,negative
Anakbayan Metro-Baguio,@abmetrobaguio,2023-03-17T12:26:46.000Z,"tingnan: tumulong ang mga kabataan ng baguio sa pag-iimbita ng mga jeepney drivers, dispatchers, at operators sa gaganaping pulong patungkol sa jeepney phaseout sa lungsod#notojeepneyphaseout",1.0,9,28,1,positive
kin,@jshcrge,2023-03-17T12:00:03.000Z,bestie and his #notojeepneyphaseout croomf,,,1,0,neutral
CJ Urquico ✹,@cjurquico,2023-03-17T11:10:48.000Z,"jeepneys are all unique. they’re colorful, loud, and are designed to their owner's wildly eclectic styles. some had metal horses on the hood to resemble the horse-drawn calesa. https://medium.com/@cju/the-jeepneys-of-villa-maria-street-e91e6ae84da1…#notojeepneyphaseout",,,,-1,negative
CJ Urquico ✹,@cjurquico,2023-03-17T11:07:11.000Z,"jeepneys are all unique. they’re colorful, loud, and are designed to their owner's wildly eclectic styles. some had metal horses on the hood to resemble the horse-drawn calesa. https://medium.com/@cju/the-jeepneys-of-villa-maria-street-e91e6ae84da1…#notojeepneyphaseout",,,,-1,negative
spider-claire,@gottaloveamelie,2023-03-17T10:53:22.000Z,#notojeepneyphaseout,,,,0,neutral
Basag TV Dubai,@BarzSuriaga,2023-03-17T10:34:56.000Z,"sobrang weird na talaga sa pinas, baka susunod nyan lahat na pati pangalan ng teacher mo nung grade 2 itanong na din... #notojeepneyphaseout #airport #tourist #ofw@miaagovph @idolraffyishere @idolraffytulfo",,,,0,neutral
roldi,@humeheadbang,2023-03-17T08:32:31.000Z,buti andito si kuya chive taga bayad kay kuya jeep and taga sabi na kulang ung sukli (+comfy pa balikat pwede sumandal) #notojeepneyphaseout,1.0,,,-4,negative
; mer,@Merylle___,2023-03-17T07:51:20.000Z,10/10 lasang candy tapos walang tama. vodka pa  also #notojeepneyphaseout! tignan mo naman yung design. ganda ,1.0,,4,1,positive
Amora Art | ToyCon Jul 7-9,@_chikinikki,2023-03-17T04:49:33.000Z,yes! ang dapat i-phase out yung ganyang pagbukaka sa jeep #notojeepneyphaseout,,,8,0,neutral
Jeepney Rants,@saSAGE_yo_o,2023-03-17T04:45:48.000Z,even though madalas ako naiirita sa mga nakakasalamuha ko sa jeep ang interesting isipin na each person sa jeep may different destination and different stories btw im back bitchessss #notojeepneyphaseout,,,,0,neutral
Tortang Talong | Jaye,@potattooooeeee,2023-03-17T01:42:23.000Z,#notojeepneyphaseout ,,,,0,neutral
"kamag-aral, aktibista",@tibakmagaaral,2023-03-17T01:42:04.000Z,"legit kilusang masa moment:dumaan ako sa isang terminal (isang protest center) ng mga jeep para sumakay at pumunta sa paroroonan. pagdating ko doon, nagpapapirma yung mga drayber sa mga pasahero ng petisyon hinggil sa #notojeepneyphaseout, at sila mismo nagdidiscuss!",1.0,20,113,0,neutral
no,@tulipstoo,2023-03-17T01:36:00.000Z,#notojeepneyphaseout,,,,0,neutral
gillian,@geealesea,2023-03-16T22:56:11.000Z,i remember mukabit ko sa jeep para lang dili malate sa school hahahaha #notojeepneyphaseout,,,1,0,neutral
s2feed,@xvxtheyarnnxyz,2023-03-16T22:54:26.000Z,"nagre-review ako sa jeep, tas may nauntog #notojeepneyphaseout",,,2,0,neutral
Siak ni Jason V. #BringBazooHome,@LokalNaDayo,2023-03-16T22:21:08.000Z,#alamat_rji says #notojeepneyphaseout ,,,1,0,neutral
q,@yusirneyt,2023-03-16T19:25:49.000Z,#notojeepneyphaseout https://twitter.com/ruhlare/status/1635958915602206726…,,,,0,neutral
jaeeee⁸ | yeomonth,@moooonjae,2023-03-16T18:04:09.000Z,#notojeepneyphaseout,,,,0,neutral
𝘦𝘭𝘭𝘦,@PSH00NK1,2023-03-16T16:52:13.000Z,#notojeepneyphaseout,,,1,0,neutral
UPLB BS C.E CUTIE,@jerseyluvr,2023-03-16T12:31:26.000Z,"tawang tawa pa rin talaga ako sa ateng nakasabay namin kanina, ang stable nya mag sulat kahit na gumegewang yung jeep siya yung ""sign of maturity sa jeep gumagawa ng assignment"" hwuhayahahahhahahahahahahahahhahahhahahah#notojeepneyphaseout",1.0,,,2,positive
UP Cineastes' Studio,@UPCineastes,2023-03-16T12:09:15.000Z,"naniniwala kami na ang modernisasyon ay hindi dapat para sa interes ng mga negosyante at mayayaman,kundi, ang tunay na modernisasyon ay kasama ang mga manggagawa’t mamamayan.#notojeepneyphaseout#filmmakersatanycost#cineastes38#becineaste",,1,1,1,positive
alon,@mrhaeresys,2023-03-16T12:08:53.000Z,#notojeepneyphaseout,,,3,0,neutral
owshi,@shllpnr_,2023-03-16T11:29:59.000Z,replying to @sienna_g08,,,,0,neutral
GINNY,@ginnytweets_,2023-03-16T11:27:32.000Z,"#notojeepneyphaseout pero yung mga drivers na kaskasero magmaneho, feeling nasa roadshow palagi at walang pakialam sa safety ng mga sakay nila unahin na sana ma-phase out ",,,,-2,negative
etc.,@dinoteefies,2023-03-16T11:08:51.000Z,#notojeepneyphaseout! ang 150 pesos ko sa tricycle ay 14 pesos lang sa jeep ,1.0,,,0,neutral
veve,@vaughnchaughn,2023-03-16T10:14:25.000Z,no to jeepney phaseout#artph #notojeepneyphaseout,,1,1,0,neutral
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-16T10:07:18.000Z,sagutan ang google form na ito upang makatanggap ng recorded 𝗦𝗽𝗲𝗰𝗶𝗮𝗹 𝗔𝗽𝗽𝗹𝗶𝗰𝗮𝗻𝘁𝘀' 𝗢𝗿𝗶𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻. maaaring magsagot hanggang 18 marso 2023 ng 6:00 pm.register here: http://tinyurl.com/sakaynatasyolasttrip…#notojeepneyphaseout#sakaynatasyo ,,3,3,0,neutral
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-16T10:00:00.000Z,"maraming salamat sa mga dumalo sa 𝗦𝗮𝗸𝗮𝘆 𝗻𝗮, 𝗧𝗮𝘀𝘆𝗼! 𝗨𝗣 𝗞𝗮𝗯𝗮𝘁𝗮𝗮𝗻𝗴 𝗣𝗶𝗹𝗼𝘀𝗼𝗽𝗼 𝗧𝗮𝘀𝘆𝗼 𝗚𝗿𝗮𝗻𝗱 𝗔𝗽𝗽𝗹𝗶𝗰𝗮𝗻𝘁𝘀’ 𝗢𝗿𝗶𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻!#notojeepneyphaseout#sakaynatasyo ",1.0,7,12,1,positive
depressed Philadelphia fan,@Threshaaa,2023-03-16T09:33:21.000Z,"lahat ng paraan para gipitin sila, gagawin. #notojeepneyphaseout",,,3,0,neutral
JP Ortega,@jportega1981,2023-03-16T03:49:53.000Z,replying to @carlabrews,,,21,0,neutral
daniela,@ddanireyess,2023-03-16T03:46:28.000Z,upong dose lang kuya haha pero true #notojeepneyphaseout,,,1,0,neutral
rich kel,@jmichaelreal,2023-03-16T03:07:49.000Z,#notojeepneyphaseout ,,,,0,neutral
denise,@_xxkuromi,2023-03-16T02:40:43.000Z,eurt #notojeepneyphaseout https://twitter.com/ruhlare/status/1635958915602206726…,,,,0,neutral
sheykspir | THE ERAS,@sheykspir,2023-03-16T01:19:44.000Z,"kuya, kanina ka pa tingin nang tingin sa id ko ha. #notojeepneyphaseout",,1,,0,neutral
𝕄𝕒𝕣𝕜 ツ,@mrkxfrrr,2023-03-16T01:17:32.000Z,#notojeepneyphaseout no na no! ,,,1,0,neutral
D A L E,@_dalengDale,2023-03-16T00:41:41.000Z,#notojeepneyphaseout,,,3,0,neutral
Kirā,@timothinsanity,2023-03-15T23:31:30.000Z,replying to @trblmatic,,,1,0,neutral
solstice,@fleurisce,2023-03-15T21:10:49.000Z,#notojeepneyphaseout,,,,0,neutral
lyss ⧗,@alianovnaly,2023-03-15T17:10:38.000Z,replying to @scarberlain,1.0,,,0,neutral
.𖥔 ݁ ˖𖤓 k i r a ☽.𖥔 ݁ ˖,@babydonttr1p,2023-03-15T17:02:22.000Z,rush hour with rji  #notojeepneyphaseout,,1,14,0,neutral
Greco,@moyshesh_,2023-03-15T16:45:19.000Z,"gi post nako akong solidarity speech sa calumpang youth festival 2022. i'm comfortable posting it kay timely, and i use the jeepney narrative to add emotion and significance to my speech. #notojeepneyphaseout thanks @allizahx sa pag help ug create sa speech!",1.0,1,9,0,neutral
ًia!,@formoneo,2023-03-15T14:03:13.000Z,#notojeepneyphaseout ,,3,8,0,neutral
k l y d e,@klydoscopex,2023-03-15T14:03:02.000Z,me after mamahalan sa singil ng angkas. huhuhu #notojeepneyphaseout,,,1,0,neutral
kenkev,@kenkevf,2023-03-15T14:00:57.000Z,#notojeepneyphaseout,4.0,,6,0,neutral
jemcel (mabait),@JemcelTolocotoc,2023-03-15T13:55:24.000Z,yung #notojeepneyphaseout ka pero 123 ka sa anilag hahaha,,,,0,neutral
mai,@maechaannn,2023-03-15T13:52:07.000Z,really love kuya driver who helped and gave me a free ride today cuz he saw me nga nag baktas . thank you sm!! #notojeepneyphaseout,,,6,4,positive
Joyce,@palibhasaaaa,2023-03-15T13:41:35.000Z,#notojeepneyphaseout https://twitter.com/ruhlare/status/1635958915602206726…,,,,0,neutral
xamboy,@HabyerMari,2023-03-15T13:23:32.000Z,replying to @bblncpltrfl,,,1,0,neutral
BBPatatas,@inmySuZone,2023-03-15T13:15:10.000Z,#notojeepneyphaseout,,,,0,neutral
llyd,@poknationn,2023-03-15T12:13:17.000Z,"in fairness, maganda ang tugtugan and vibe dito sa modern jeepney ah but still #notojeepneyphaseout !!!!",,,,2,positive
PMB-UPV,@asulistaPMB,2023-03-15T11:55:16.000Z,"stand with our public transportation drivers and operators! join the story blast and further the calls against jeepney phaseout by posting this photo on your fb my days, ig stories, etc.#notojeepneyphaseout#yestopropeoplemodernization",,12,21,0,neutral
seanie,@s34nie,2023-03-15T11:05:38.000Z,"them: naka focus sa pag spread ng legs ni idol sa jeep, saying things about it…me on the other hand: naka focus sa facemask ni kuya, nagtataka kung baliktad ba yung facemask niya or ganon lang talaga yung style anyways, #notojeepneyphaseout",,,1,2,positive
Karatula,@Karatula_Davao,2023-03-15T10:39:14.000Z,hinihimok namin ang gobyerno na makipag tulungan sa mga jeepney driver at operator para makabuo ng mas sustainable at inclusive modernization plan na isinasaalang-alang ang mga pangangailangan at kapakanan ng lahat ng stakeholder.artist ig : @dyz2pia #notojeepneyphaseout,,,,1,positive
,@jaewooah,2023-03-15T10:28:24.000Z,#notojeepneyphaseout https://twitter.com/nexlevei/status/1635266041139056646…,,,,0,neutral
𝓐𝓵𝓽𝓱𝓮𝓪,@Ayahchann,2023-03-15T09:19:38.000Z,mapapa #notojeepneyphaseout ka talaga today mamsh @xiamyan  hahahaha,2.0,1,2,1,positive
dro  ,@drolanlegasvi,2023-03-15T09:15:56.000Z,#notojeepneyphaseout,,1,1,0,neutral
broccoli,@_leumkleun,2023-03-15T08:43:10.000Z,i stand to #notojeepneyphaseout !!,,,,0,neutral
pauline,@ethannlver,2023-03-15T08:23:38.000Z,pumapasada ka pala jaehyun ha #notojeepneyphaseout https://twitter.com/nexlevei/status/1635266041139056646…,,,,-1,negative
UPB Economics Society,@UPBEconSoc1988,2023-03-15T07:32:52.000Z,bali-balita na may dalang meryenda sa biyahe#simplifyingthingssince1988#notojeepneyphaseout,,,1,0,neutral
Hoy Hope Cabug,@cabughoyhope,2023-03-15T07:28:17.000Z,bagamat nahinto na ang strike tiloy pa din ang sigaw ng mga driver #notojeepneyphaseout,,,,-3,negative
chayo | 光 ☻,@chasth1ne,2023-03-15T06:10:13.000Z,putangina sabi na papababain ako ng driver kasi mag-isa lang ako eh  #notojeepneyphaseout,,,1,0,neutral
Mauricio,@AtheeHeureux27,2023-03-15T05:05:44.000Z,#notojeepneyphaseout #yestounsafepuvsforchildren#makabagongsanjuankuno@sanjuancityncr @franciszamora30,,,,0,neutral
kim,@kimmyxxi_,2023-03-15T03:51:29.000Z,#notojeepneyphaseout https://twitter.com/nexlevei/status/1635266041139056646…,,,,0,neutral
,@iKONFREEDOMMMM,2023-03-15T03:14:01.000Z,#notojeepneyphaseout #letbobbycommute,,1,2,0,neutral
definitely just_inrosales,@just_inrosales,2023-03-15T02:48:57.000Z,#notojeepneyphaseout  kase sa jeep naman sumasakay mga cute hehe ,1.0,,,1,positive
broccoli,@_leumkleun,2023-03-15T00:42:57.000Z,wow. dinaig yung mga buses hahaahaahah automated fare collection system???? kala mo ang advance ng technology at maunlad pilipinas eh haahabhahahaha #notojeepneyphaseout ctto pic: dotr-philippines,,,,1,positive
SUPER oyah⑰ BooKyeomVerShuaChan,@oyahchavez,2023-03-15T00:32:07.000Z,#notojeepneyphaseout,,,,0,neutral
Joy - 개가트닌생 enthusiast,@HANBINSDOREMl,2023-03-15T00:15:00.000Z,nagcocommute pala sya #notojeepneyphaseout,1.0,,1,-1,negative
broccoli,@_leumkleun,2023-03-14T23:46:02.000Z,eto oh yes to jeepney phaseout (     ╲       ╲       ╲      ╭  ͡ ╲      ╲        ╲╭  ͡  ╲  )           ╲        ╲       ╲         ╭ ͡  ╲          ╲     ﾉ    ╭ ͡  ╲       ╲        ╱      ╲      ╲        ╱            ╲      ╱#notojeepneyphaseout,,,1,0,neutral
broccoli,@_leumkleun,2023-03-14T23:43:41.000Z,"bukod sa safe design at eco friendly tong modern jeeps kunno, wala ng advantage talaga eh. #notojeepneyphaseout #yestobbmphaseout",,,,5,positive
broccoli,@_leumkleun,2023-03-14T23:43:25.000Z,"ghorl, ano ka makakalikasan pero hindi makatao???????? #notojeepneyphaseout",,,1,0,neutral
maki,@wynggsss,2023-03-14T23:38:43.000Z,#notojeepneyphaseout pero why naman hindi na binigay yung 85 kong sukli ,,,2,-1,negative
Kang Sa-ra | BLCK,@lacquinine,2023-03-14T23:00:15.000Z,"ara palng ko gne sa pilapil ngpundo na si manong jeepney driver sa karsada so since indi ko gusto maging inconvenience sa iban nga pasahero, nagdalagan si ante mo and nagsakay nga gahapo hapo!!!!!! ahhhhhh no to #notojeepneyphaseout para ma experience ng lahat!!!!!!!!",2.0,,1,1,positive
ia • super bz,@mickeychwe18,2023-03-14T21:51:44.000Z,tuwang tuwa ako sa experience ko na to. first time ko na sumabit & umupo sa pwesto na to ng jeep. happy kid yern   #notojeepneyphaseout,1.0,,3,2,positive
joy,@hyunmark14,2023-03-14T19:54:48.000Z,naalala ko na naman yung pogi sa jeep nung isang araw #notojeepneyphaseout,,,1,0,neutral
Nicole,@ppnicolee,2023-03-14T17:13:37.000Z,pero #notojeepneyphaseout parin ,,,,0,neutral
linds,@charmanelindzay,2023-03-14T17:09:48.000Z,#notojeepneyphaseout,,,5,0,neutral
vino,@wherehaveyouVIN,2023-03-14T16:33:15.000Z,#notojeepneyphaseout ,,,,0,neutral
Noichi,@dendenNoichi,2023-03-14T16:15:07.000Z,my juan#notojeepneyphaseout #digitalarts,,,,0,neutral
saw SKZ & misses them badly #NeverEndingStay,@GirlHailang,2023-03-14T15:35:29.000Z,help  #notojeepneyphaseout,,,,0,neutral
m1ki_,@mikhail_padpad,2023-03-14T14:13:16.000Z,#notojeepneyphaseout,,,1,0,neutral
eli,@xskylees,2023-03-14T13:27:06.000Z,#notojeepneyphaseout saur tru https://twitter.com/nexlevei/status/1635266041139056646…,,,,0,neutral
MING | EXO COMEBACK,@mingzyesung,2023-03-14T12:33:19.000Z,#notojeepneyphaseout,,1,4,0,neutral
dpr val,@jaemarkgf,2023-03-14T12:17:21.000Z,#notojeepneyphaseout talaga https://twitter.com/nexlevei/status/1635266041139056646…,,,2,1,positive
,@annyeongYunossi,2023-03-14T11:42:03.000Z,#notojeepneyphaseout  https://twitter.com/nexlevei/status/1635266041139056646…,,,1,0,neutral
ᴅᴀʀᴋ,@darkkdylanreal,2023-03-14T11:38:32.000Z, #notojeepneyphaseout,93.0,"1,084","5,628",0,neutral
"Uno (an Aries, so dont piss me off)",@xrowlanx,2023-03-14T11:12:09.000Z,uwian na. #notojeepneyphaseout,,,7,0,neutral
saw dreamies,@nynznyx,2023-03-14T11:11:12.000Z,#notojeepneyphaseout https://twitter.com/nexlevei/status/1635266041139056646…,,,,0,neutral
Viel,@bistredauniverz,2023-03-14T10:40:55.000Z,kapag naka kasakay ako sa jeep ng ninong ko. libre lagi. hahah.#notojeepneyphaseout,,,,1,positive
neknekmo,@KENDRE1I,2023-03-14T08:57:35.000Z,top tier soundtrip#notojeepneyphaseout,,,4,1,positive
sawol,@svnoolauvr,2023-03-14T08:11:16.000Z,#notojeepneyphaseout,1.0,,1,0,neutral
aji,@AngelinePabito,2023-03-14T07:56:54.000Z,"it was just a normal day pero sobrang nakakatuwaaa, super bait ng jeep na nasakyan kooo, hindi na ako tinanggapan ng pamasahe kahit anong pilit ko kasi minsan lang daw naman makalibre god bless youuu po manong! #notojeepneyphaseout",,,8,-1,negative
Michael D,@ikelllogs,2023-03-14T07:02:32.000Z,sabi ng nanay ko wag muna ako bumili ng sasakyan. wala raw parking sa bahay.yung sasakyan ngayon sa bahay. “jeep ako. sedan ka lang.”huhuhahaha. #notojeepneyphaseout,,,,0,neutral
Wayen Yono,@YonoGreedy,2023-03-14T06:43:36.000Z,#notojeepneyphaseout @cotingsu,,1,45,0,neutral
xavy,@xavycutie,2023-03-14T06:34:23.000Z,#notojeepneyphaseout,,,,0,neutral
AIRAH G.|,@Airah_Gutierrez,2023-03-14T05:49:37.000Z,#notojeepneyphaseout hahahahahhahahahhahahahahahahahahahahahahahhahahahahahaha @cotingsu,,2,17,0,neutral
maddie | upcat '24 passer cutie,@eponineeri,2023-03-14T05:46:28.000Z,"sorry ah, hindi kasi aq sining sa museo na tanging diyos lamang ang nagpinta. isa akong vandal na tite sa pader,,,,,#notojeepneyphaseout",,,,0,neutral
alex ✴︎,@nammuchanx,2023-03-13T16:51:45.000Z,"133just a subtle nod to k4k@mp!nks who love patting themselves on the back pero nauunang mandikdik ng jeepney drivers who voted for m4rcos. tapos na ang eleksyon, and we will need all the support we can get from the masses to build a strong opposition. #notojeepneyphaseout",1.0,7,51,4,positive
,@nanaaaxxxxx,2023-03-13T15:58:51.000Z,"we are all for development naman if that's your point, pero mas okay yung development na walang naiiwan, yung lahat may kakayahan. #notojeepneyphaseout",,,,1,positive
Ernane⁷,@Naneng_Rita,2023-03-13T15:56:52.000Z,#notojeepneyphaseout,,,2,0,neutral
bow rot,@jumps_4,2023-03-13T15:30:00.000Z,#notojeepneyphaseout,,,1,0,neutral
.,@shanenamonrolls,2023-03-13T14:57:16.000Z,replying to @mayalyssaaa,1.0,,1,0,neutral
broccoli,@_leumkleun,2023-03-13T14:31:12.000Z,"we can modernize our jeepneys without losing its essence, being an iconic vehicle rich in history, and the philippine culture. we can improve the jeepneys to be more safe and eco friendly but not costing about 2.4m pesos!!!!! kase sobra naman yun!!!    #notojeepneyphaseout",1.0,,1,2,positive
broccoli,@_leumkleun,2023-03-13T13:57:10.000Z,as an engineering student: #notojeepneyphaseout,,,,0,neutral
(｡•̀ᴗ-)✧ I am Bby,@choKYOlates,2023-03-13T13:40:36.000Z,#notojeepneyphaseout #yestompl,1.0,,,0,neutral
Basag TV Dubai,@BarzSuriaga,2023-03-13T12:37:07.000Z,"gusto daw mangibang bansa,.. ayaw naman mag apply... ano un? europe na mag aadjust? #migrantworkers #ofw #workabroad #jobs #work #oscars #trending #jennie #eatbulaga #notojeepneyphaseout #reels #fb",,,,1,positive
Heraldo Filipino,@heraldofilipino,2023-03-13T12:13:33.000Z,"ang naturingang hari ng kalsada ay balewala kung naghihirap ang mga nasa likod ng manibela, at kung ang gobyerno mismo ang nagsisilbing balakid sa ating daan, ay wala tayong patutunguhan.#notopuvphaseout#notojeepneyphaseout#saveourjeepneyshttps://heraldofilipino.com/bagong-jeep-ang-kailangan-hindi-bagong-utang/…",,9,16,-4,negative
zey,@cheolliecutie,2023-03-13T12:05:58.000Z,grabe sobrang pda nung nasa tapat ko sa jeep pauwi ang lala talaga nila halos mag kiss sila tapos schoolmate ko pa kasi same kami uniform hahahahaha para akong nanonood ng kdrama e #notojeepneyphaseout,,,,1,positive
ivannyx_gelo,@ivannyx_,2023-03-13T11:10:34.000Z,i have nothing against jeepney coz i support #notojeepneyphaseout and im also unbothered abt others opinion but this is in another level sh*t of embarrassment.,1.0,,,1,positive
em,@em_kaaaay,2023-03-13T10:45:51.000Z,replying to @txtdazed,1.0,,,0,neutral
FERDINANDAYA,@Homeboy56581258,2023-03-13T10:22:09.000Z,#notojeepneyphaseout,18.0,5,53,0,neutral
,@she__abides,2023-03-13T10:00:36.000Z,mga cheater na lang i-phase out niyo #notojeepneyphaseout,,,,0,neutral
lev (Pagod),@enxo1722,2023-03-13T09:06:41.000Z,"""take a ride with me"" #rover #notojeepneyphaseout",,,,1,positive
JOIEE!!,@PresiPrezyJoie,2023-03-13T08:55:05.000Z,#notojeepneyphaseout,,,3,0,neutral
عايزه,@Aaeezah,2023-03-13T08:51:12.000Z,"#notojeepneyphaseout pagcollege nagsakay mig jeep ni @janelamariee agi sa cdu mandaue, 3 rami pasahero si jal ra naglingkod sa atbang lubotan/entrance sa jeep nya slide.y mn ang usc uniform nalagpot tawn si jal sa driver tungod sa kakusog sa pag hunong sa jeep",1.0,,1,0,neutral
ًm.,@lschvs,2023-03-13T08:24:27.000Z,panis hahaha #notojeepneyphaseout,1.0,1,1,0,neutral
Josue,@JosueGanadin,2023-03-13T07:01:35.000Z,tama tan kuya update ka lang sa bebe mo hahahahahaah#notojeepneyphaseout,1.0,,1,1,positive
Hoco27,@hoco27,2023-03-13T06:31:46.000Z,something to think about with our own elderly puv drivers. i have already witness two puv drivers suddenly passing away on the steering wheel. it's definitely hard and long work and they need healthier conditions. #notojeepneyphaseout,1.0,,,-1,negative
enzo,@ezyenzoo,2023-03-13T05:58:13.000Z,#notojeepneyphaseout bakit mga traditional jeep ang gusto niyong i-phase out? dapat yung mga freeloader na groupmates na lang sa college (galit),,,1,0,neutral
solana ¹⁰,@yoonjiniall,2023-03-13T05:45:08.000Z,replying to @bangtankv_,,,,0,neutral
Reimefrost Gilacial (Not Regi) || Commissions Open,@im_regi,2023-03-13T05:33:17.000Z,replying to @shiruhalo,,,1,0,neutral
pia,@sophiatancinco_,2023-03-13T03:53:04.000Z,"huy hala hit tweet! at dahil diyan, palagi niyong tatandaan na #notojeepneyphaseout! tumindig kasama ang mga manggagawa! presyo ibaba, sahod itaas!",2.0,1,7,1,positive
Bread ; is seeing NMIXX,@kamjapotato,2023-03-13T02:51:33.000Z,#notojeepneyphaseout pa rin,,,,0,neutral
ael mi paramour,@AelSakalam,2023-03-13T02:21:34.000Z,kaya pala atat sa jeepney phase out kasi kaalyado na malaking corporation ang papalit. kaya naman pala yanson for bbm noong election kasi bbm for yanson naman ngayon. pakyu! #notojeepneyphaseout,,,1,0,neutral
Buklód Atenista,@BuklodAtenista,2023-03-13T02:08:26.000Z,this statement was prepared by:@addusamahan ateneo de davao university@admusanggu ateneo de manila university@adnussgofficial ateneo de naga university@adzueca ateneo de zamboanga university@xucsg xavier university-ateneo de cagayan#oneateneo#notojeepneyphaseout,,,,0,neutral
kyla,@pjsdeprived_,2023-03-13T01:28:29.000Z,kaya bakit ipphase out??#notojeepneyphaseout ,,,,1,positive
