Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,,,
Kalasag,@updkalasag,2023-03-09T08:01:15.000Z,"NGAYON: Nagkaroon rin ng isang educational discussion ang mga iskolar ng bayan sa Tambayan bilang pagpapalalim sa mga usaping panlipunan. 

#NoToJeepneyPhaseout",1,4,8,,,
he ra,@fil3tmign0n,2023-03-09T08:00:35.000Z,"Replying to 
@jesijesssi",,,1,,,
tyra,@artsaintjames,2023-03-09T07:59:12.000Z,#NoToJeepneyPhaseout mga manyak nalang ang i-phase out,,1,1,,,
Kalasag,@updkalasag,2023-03-09T07:55:05.000Z,"Ito ay dinaraos bilang parte sa serye ng mga aktibidad na inihanda ng mga estudyante at UP Transport Group ngayong linggo para igiit ang pagtutol sa anti-mamamayan at huwad na jeepney phaseout at modernization program ng pamahalaan.
 
#NoToJeepneyPhaseout",1,1,5,,,
Kalasag,@updkalasag,2023-03-09T07:55:03.000Z,"TINGNAN: Kasalukuyang ginaganap ang sa Vinzons Hall, UP Diliman ang Chalk Art Protest na pinangunahan ng Alay Sining bilang suporta sa #NoToJeepneyPhaseout.

Mga larawan ni H.P.",1,16,38,,,
i want my orange juice bland,@dwhinereussie,2023-03-09T07:54:04.000Z,#NoToJeepneyPhaseout,,,,,,
Jan Subrastas,@JanSubrastas,2023-03-09T07:09:57.000Z,#NoToJeepneyPhaseout,,,,,,
kit,@kitlilies,2023-03-09T07:08:54.000Z,#NoToJeepneyPhaseout,,,,,,
A,@2lipsz,2023-03-09T07:08:14.000Z,"bakit ba jeep pa kelangan mawala, pwede naman 'yung unrequited feelings ko na lang

#NoToJeepneyPhaseout",1,,1,,,
𝔱𝔲𝔯𝔮𝔲𝔬𝔦𝔰𝔢.,@_eatmysht,2023-03-09T07:06:54.000Z,#NoToJeepneyPhaseout,,,,,,
,@marsmrlt,2023-03-09T07:06:35.000Z,"Replying to 
@jayspncr",,,1,,,
Nini || Sunoo braso lang nasa utak,@bacon_ddeonu,2023-03-09T07:03:41.000Z,#NoToJeepneyPhaseout,2,1,3,,,
Buknoy,@BSPUmalohokan,2023-03-09T07:00:27.000Z,"For tracking and transparency purposes, mangyaring ilagay ang inyong proof of transaction sa link na ito: https://tinyurl.com/ParaSaMasaAngKalsadaDonations…

Katuwang ang Yess Yayshop PH
Kasama ang PUP Psychology Students Association 

#NoToJeepneyPhaseout
#StandWithOurDrivers",,,1,,,
z e l ☈,@hazeljadeeer,2023-03-09T06:53:21.000Z,"kakaiba talaga ang mga chismisan sa jeep, di mo maiiwasan di makikinig #NoToJeepneyPhaseout",,1,4,,,
Tam Albert,@tamondevilla,2023-03-09T06:46:22.000Z,#NoToJeepneyPhaseout,,,,,,
♡mallows♡,@crusttt_,2023-03-09T06:44:34.000Z,"Ang mga Jeepney Drivers ay hindi against sa Modernization. Tutol lng sila sa hindi patas na Transition. 

#ucsp2023
#NoToJeepneyPhaseout",1,,,,,
freen143,@iheartfreen143,2023-03-09T05:44:36.000Z,Order placed! #NoToJeepneyPhaseout,,,2,,,
Luna,@hnzncldn,2023-03-09T05:43:55.000Z,"Ikaw nalang mahihiya pumara eh 
#NoToJeepPhaseOut #NoToJeepneyPhaseout",,,1,,,
Oli,@oliverespejo_,2023-03-09T05:34:49.000Z,"Replying to 
@oliverespejo_
 and 
@noelception",,,34,,,
Known as Unknown,@bensikwasakwa,2023-03-09T05:29:48.000Z,"Replying to 
@ishaadc",,,,,,
An Gel,@mhiss_angel,2023-03-09T05:26:48.000Z,"Ang mga tsuper ng bayan and their favorite chants 

#NoToJeepneyPhaseout",2,36,157,,,
Institute for Nationalist Studies,@ins_ph,2023-03-09T05:22:09.000Z,"JOIN US Later 8PM!

#notojeepneyphaseout
#NoToMandatoryROTC
#IWWD2023",2,12,22,,,
deconee,@DeciriNonee_,2023-03-09T05:21:59.000Z,pwede man ada baga kamo mag modernized na diri niyo inpapakamatay an pag buruhay san iba #NoToJeepneyPhaseout,,,,,,
DanDMay,@dancebts2,2023-03-09T05:11:56.000Z,"The drivers, small operators and commuters had demonstrated the justness of their demands.

Ending the successful strike would mean assessing our gains, getting more and wider support nationwide and consolidating our ranks for bigger battles ahead.
#NoToJeepneyPhaseout",,1,2,,,
Sam | HARD,@0ggam,2023-03-09T05:10:01.000Z,"Replying to 
@jinkibumyeon",1,,,,,
7chill,@SeiSoriano,2023-03-09T05:06:22.000Z,#NoToJeepneyPhaseout  taena nyo,,,,,,
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-09T04:30:37.000Z,"Tuloy tuloy ang laban!

Patuloy nating ipanawagan ang pro-people, inclusive at mass public transportation. 

Public Transportation is a Public Service!

Basahin ang buo naming pahayag.

#NoToJeepneyPhaseout
#NoToPUVPhaseout",,1,4,,,
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-09T04:30:28.000Z,"Sa mahabang panahon ng pakikipaglaban ng mga tsuper sa hindi makataong PUVMP, ngayon lamang nasindak ang Malacañang at naobligang makipagusap. Pinapatunayan nito kung gaano kalakas ang ating welga. 

#NoToJeepneyPhaseout 
#NoToPUVPhaseout",1,1,7,,,
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-09T04:30:19.000Z,"Dahil sa ating sama-samang paninindigan sa nagdaang transport strike, nagawa natin ang mga tagumpay na ito!

#NoToJeepneyPhaseout
#NoToPUVPhaseout",1,1,7,,,
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-09T04:30:12.000Z,"Tagumpay tayo! Matapos ang dalawang araw ng malawakang tigil pasada, hinarap ng Malacañang ang Piston at Manibela noong isang araw (Mar. 7 ,2023) para talakayin ang mga isyu at panawagan natin kaakibat ng PUV Modernization Program (PUVMP)

#NoToJeepneyPhaseout
#NoToPUVPhaseout",1,30,75,,,
MEMERIST YAN?,@MemeristYan,2023-03-09T04:29:59.000Z,#NoToJeepneyPhaseout,,,,,,
Kyle Gamana,@kyle_efdzhi,2023-03-09T04:22:01.000Z,"Replying to 
@BusinessMirror",,,,,,
Kyle Gamana,@kyle_efdzhi,2023-03-09T04:21:02.000Z,"Replying to 
@BusinessMirror",,,,,,
Khryss Arañas #DefendBicol,@khryssaranas,2023-03-09T04:20:00.000Z,"""We’re not against modernization, but the extension provided for franchise consolidation is like giving candy to a crying child.""

#NoToJeepneyPhaseout

https://bulatlat.com/2023/03/09/in-bicol-drivers-operators-united-against-jeepney-phaseout/…",,5,12,,,
Retched,@itsRetched,2023-03-09T03:44:10.000Z,#NoToJeepneyPhaseout,1,1,1,,,
,@199XLAUV,2023-03-09T03:43:07.000Z,"saw a vid on tiktok abt two jeepney drivers arguing kase yung isa pumasada kahit na ongoing pa rin yung jeepney strike. just like what the comment said, hindi ko alam kung saan ako maiiyak bcs they both have valid points :(
#NoToJeepneyPhaseout",1,16,80,,,
Fangirl ATM,@TweetPatrols,2023-03-09T03:30:43.000Z,"So 2million na lang pala ang iipunin ng mga jeepney drivers.. Aja, unity! 

Mema lang… 4k ang boundary na hinihingi ng ibang coop kung hindi mo personally uutangin ang unit.  4k  Ewan na lang kung di kayod kalabaw na sila talaga nun #NoToJeepneyPhaseout",,,,,,
Edimar,@EdimarDangkay,2023-03-09T03:30:04.000Z,HSHAHAHSHAHAHAHSHAHAHSHAHAJAHAHA NASA UNAHAN AKO NG JEEP TAS BIGLANG NALAGLAG GALING SA BULSA NI MANONG DRIVER YUNG EBUT NYA HAHAHA #NoToJeepneyPhaseout VIBES VIBES LANG TAYO MANONG LABYU,3,,1,,,
SET ME FREE READY TO BE PH 2023,@achancewithoutc,2023-03-09T03:23:52.000Z,"di porket nag rarally eh ayaw na nila ng modernization, THEY SIMPLY ASKING FOR ASSISTANCE & CONSIDERATION. #NoToJeepneyPhaseout #YesToJeepneyModernization",,,,,,
cheng,@misfitxiao,2023-03-09T03:23:08.000Z,:(( #NoToJeepneyPhaseout,1,,,,,
oWo,@Hollabelschuchu,2023-03-09T03:22:07.000Z,"Replying to 
@noelception",,,8,,,
nxt.-.fr.sleee,@SaekooMxchi,2023-03-09T03:19:19.000Z,"#NoToJeepneyPhaseout Guys, we need to stop this. The GOVERNMENT is planning to remove jeepneys. idk Why tho? It’s part of our Filipino Culture and part of what the Philippines is knows about Will be removed. I’m devasted and disgusted By the Fact that the GOVERNMENT Will do this.",,,,,,
JM,@jm_a_ada,2023-03-09T03:16:16.000Z,"bearing = jeep
#NoToJeepneyPhaseout",2,,3,,,
JohnDere || Pagod na po,@ItsJohnDereUwU,2023-03-09T03:12:08.000Z,#NoToJeepneyPhaseout,,1,3,,,
UP Manila CAS Student Council,@upmcassc,2023-03-09T03:09:52.000Z,"Nakipanayam ang Konseho sa ilang mga mag-aaral ng kolehiyo upang malaman ang kanilang mga saloobin at pananaw ukol sa Jeepney Phaseout. Narito ang kanilang mga ibinahagi.

#NoToJeepneyPhaseout",,3,4,,,
Anakbayan Laguna,@AnakbayanLaguna,2023-03-09T02:46:04.000Z,"PALAYAIN ANG PISTON ALABANG 3!

Malakas na ipinapanawagan ng Anakbayan Laguna ang kagyat na pagpapalaya kina Rodel Babao, Jomer Bayonito, at Wilfredo Cansino, at tuluyang ibasura ang kanilang mga gawa-gawang kaso.

#FreePistonAlabang3
#StandWithOurDrivers
#NoToJeepneyPhaseout",1,88,119,,,
gieselle,@snookyselle,2023-03-09T02:46:00.000Z,"Replying to 
@snookyselle
 and 
@MaosGardener",,,1,,,
,@int6wn,2023-03-09T02:38:35.000Z,just to drop #NoToJeepneyPhaseout,,,3,,,
Gen,@MentyGee,2023-03-09T02:37:52.000Z,"Strike pa rin ba?  Hirap na hirap mag-commute this week. 

 #NoToJeepneyPhaseout",,,,,,
pawns,@iampawns,2023-03-09T02:33:49.000Z,you hold the highest positions of power but you don't have basic comprehension nor empathy. #notojeepneyphaseout,,,,,,
sɪᴍᴇᴏɴ,@themyoonflores,2023-03-09T02:31:03.000Z,#NoToJeepneyPhaseout,,,,,,
sethistical,@micahDeezNutsu,2023-03-09T02:29:50.000Z,"Bro aint moving #NoToJeepneyPhaseout 

Ctto",,,1,,,
Azaleamin,@Azaleamin09,2023-03-09T02:23:28.000Z,"Modernization of Jeepney can ruin not only our culture, but the Jeepney Driver na sa trabaho lang nayon umaasa at hindi afford ang pagpapalit nito.
#NoToJeepneyPhaseout",,,,,,
Adobong Sabaw,@AdobongSabaw1,2023-03-09T02:22:26.000Z,#NoToJeepneyPhaseout,,,,,,
Jamie_ArtVenue,@JamieArtvenue,2023-03-09T01:27:52.000Z,"To our jeepney drivers,

We are with you!

#NoToJeepneyPhaseout",,1,2,,,
Maria Juana,@lopologon,2023-03-09T01:26:17.000Z,Ngayon lang ako nag bukas ng FB tas grabe dami parin pala di maka-intindi bakit nag strike para sa #NoToJeepneyPhaseout,,,,,,
Arvin Paulo,@arvinpaulo,2023-03-09T01:21:51.000Z,#NoToJeepneyPhaseout pero #YEStoJeepneyDriverPhaseout lintik ang drift moves ng mga walangya lalo na pag rush hour ,,,,,,
e,@iriiilin,2023-03-09T01:20:22.000Z,"paano na kaming nagtatambol sa jeep?
#NoToJeepneyPhaseout",,,1,,,
TEAM KIEFER RAVENA,@TeamKiefer15,2023-03-09T01:17:02.000Z,"Para sa mga mamamayang lumalaban. 
#NoToJeepneyPhaseout 
#NoToPUVPhaseout",1,8,24,,,
itlog,@mj13dg,2023-03-09T01:09:16.000Z,"Replying to 
@alealevu8",1,,1,,,
𝖗𝖊𝖓𝖟𝖊𝖑𝖑,@damnrensel,2023-03-09T01:06:57.000Z,grabe na ang transport strike di na valid ang student discount  #NoToJeepneyPhaseout,,1,2,,,
shooky,@byulyawa,2023-03-09T01:06:40.000Z,ang good vibes ni manong jeepney driver kanina par hindi tinted sasakyan ko tapos katabi ko yung jeep habang red yung stoplight biglang nagkatinginan kami tapos ang lawak ng ngiti ni kuya yung sincere ba nakakaiyak nakumpleto niya agad araw ko eh kaya #NoToJeepneyPhaseout,1,1,5,,,
g • 아포방포10,@__svtofjune,2023-03-09T01:05:16.000Z,i'm liking this class topic wc my hs cousin is attending rn tackling abt the #NoToJeepneyPhaseout. ,,,,,,
ashii,@ystla_,2023-03-09T00:57:47.000Z,#NoToJeepneyPhaseout,,,,,,
FLORES DE MOTHERFUCKING MAOY,@dependesau,2023-03-09T00:47:14.000Z,"Spread the word. Let it be known. Qrt/Rt these so all people will be aware how shit this pseudo-leader is.

SI OBET MARTIN AY TAKSIL SA MGA JEEPNEY DRIVERS AT OPERATORS.

#NoToJeepneyPhaseout",,16,48,,,
CitizenCass,@CitizenCass,2023-03-09T00:42:51.000Z,"IMO, pwede namang systematic yung pag phase out.

#YesToJeepneyModernization
#NoToJeepneyPhaseout *

* No to Abrupt Jeepney Phaseout",,,4,,,
Keah,@Distelledwater,2023-03-09T00:37:26.000Z,#NoToJeepneyPhaseout,,1,4,,,
ae,@heesmajesty,2023-03-09T00:11:05.000Z,"Replying to 
@heecretwonpriv",1,,1,,,
el• |STREAM SACRIFICE!!,@Mntzk_carteu,2023-03-08T23:59:38.000Z,"What if ginawa lang yung issue ni ""bea""  para takpan yung #NoToJeepneyPhaseout  issue",,,,,,
el• |STREAM SACRIFICE!!,@Mntzk_carteu,2023-03-08T23:58:45.000Z,#NoToJeepneyPhaseout,,,,,,
gie,@goldielovess,2023-03-08T23:55:39.000Z,"Basta ang alam ko sumakay ako ng jeep tas nagbayad ng 22 petot. Hahahaha. Pero oyy, parang rides sa amusement park sinakyan ko tumatalbog kahit patag ang daan e  #NoToJeepneyPhaseout",1,,1,,,
FJ Morales,@jewelstormzy,2023-03-08T23:51:19.000Z,#NoToJeepneyPhaseout ,,,,,,
Ana Mae Joy,@anamaejoyb,2023-03-08T23:43:14.000Z,Tawang tawa ako dun sa #NoToJeepneyPhaseout but #YesToBBMSaraPhaseOut ,,,,,,
clayra,@aireiau,2023-03-08T23:39:06.000Z,Good morning pilipinass! #NoToJeepneyPhaseout,,,,,,
mayka,@maykamaykaba,2023-03-08T23:33:07.000Z,"PALAKASIN ANG PANAWAGAN! 
PALAYAIN ANG PISTON ALABANG 3!

Iligal na inaresto noong March 7 ang tatlong tsuper sa kalagitnaan ng transport strike sa Muntinlupa City Terminal. 

#FreePistonAlabang3
#NoToJeepneyPhaseout",,64,110,,,
akd⁵,@thoughtsofandie,2023-03-08T23:03:08.000Z,#NoToJeepneyPhaseout ,,,,,,
BAYAN USA,@BAYAN_USA,2023-03-08T22:56:11.000Z,"Jeepney drivers just launched a successful 2-day strike to protest the Public Utility Vehicle (PUV) Modernization Program. But the fight is not over! 

Support our jeepney drivers by donating to the strike fund: http://tinyurl.com/jeepneystrikefund…! 

#NoToJeepneyPhaseout #NoToPUVPhaseout",2,13,21,,,
Kyle Gamana,@kyle_efdzhi,2023-03-08T22:08:42.000Z,"Replying to 
@theadtan",,,,,,
Bruce from the brushwood thicket,@24Arlter,2023-03-08T22:06:40.000Z,"Concern for environment?
New jeepneys will still produce pollution that'll still affect people's health.
Eyesore? It's an insignia of Philippines  since 1950's & greatly plays in our culture.
Chaos on the roads? Better program is needed.
#NoToJeepneyPhaseout
#ILDAunggoy https://twitter.com/ilda_talk/status/961775747986681856…",1,,2,,,
dazed and confused,@eskeiakoli,2023-03-08T20:46:21.000Z,"Replying to 
@king_perceval
 and 
@springtamige",,,,,,
dazed and confused,@eskeiakoli,2023-03-08T20:45:12.000Z,"Replying to 
@libsrasp
 and 
@springtamige",,,,,,
dazed and confused,@eskeiakoli,2023-03-08T20:42:23.000Z,#NoToJeepneyPhaseout,,,,,,
Rubeauti,@Rubeauti,2023-03-08T20:23:32.000Z,"I #SupportPresidentBBM to resign
#NoToJeepneyPhaseout
https://youtu.be/gT-xCsY-H8g",,,1,,,
Lydia Lao believes #JomaTerorista.,@PCubeServices8,2023-03-08T20:16:28.000Z,"Replying to 
@gydavao1",,,,,,
gali,@galiarchives,2023-03-08T18:40:48.000Z,supposedly exams is f2f pero due to strike was held online nalang so #NoToJeepneyPhaseout,,,,,,
훈,@yoursonlyenha,2023-03-08T18:29:36.000Z,"#NoToJeepneyPhaseout
#YesToBBMPhaseOut",,,,,,
kamji,@Kamieeeeeeeep,2023-03-08T18:26:21.000Z,#NoToJeepneyPhaseout yung mapeh at esp teacher ko nalang  i-phase out nyo pls,1,,,,,
Ryse C (Reputation era),@_ryse27,2023-03-08T18:23:08.000Z,#NoToJeepneyPhaseout,,,,,,
kang,@imdanicaroque,2023-03-08T18:21:55.000Z,#NoToJeepneyPhaseout,,,2,,,
໊t,@tinstax,2023-03-08T18:13:28.000Z,#NoToJeepneyPhaseout,,,,,,
Rossu!,@rossuworks,2023-03-08T18:06:34.000Z,"medyo late na lods pero ayan

#NoToJeepneyPhaseout 

i guess it's fine if the drivers wouldnt have to pay shittons of money just to get a new ""jeep"", also pls keep the classic look of the jeepneys. It's what makes them jeepney in the first place. Just put the euro 4 engine init",,2,11,,,
mygs boogyu selca haver,@boogyuton,2023-03-08T17:55:16.000Z,"Replying to 
@kwonjagi",1,,1,,,
timotheo.,@plastiquery,2023-03-08T17:40:38.000Z,"Replying to 
@BRUTALlZED",,,1,,,
yanz,@yannahjci_,2023-03-08T17:39:06.000Z,"Replying to 
@itzligayaaa",,,1,,,
yanz,@yannahjci_,2023-03-08T17:37:40.000Z,"Replying to 
@itzligayaaa",1,,1,,,
sofia,@loushinelove,2023-03-08T17:34:50.000Z,"Replying to 
@IdeaSecond",,,,,,
HUBBY BOBBY,@BobbyHubbyyy,2023-03-08T17:24:17.000Z,#NoToJeepneyPhaseout ,,1,1,,,
꩜,@s0uldecay,2023-03-08T17:23:30.000Z,"Babae ka, hindi basta babae lang!#NoToJeepneyPhaseout",3,,5,,,
LIA *:･ﾟ✧*:･ﾟ | semi ia,@migorengnidrei,2023-03-08T17:23:11.000Z,#NoToJeepneyPhaseout but #YesToDreamChaserPhaseout ,,,5,,,
yel,@4myuno,2023-03-08T17:21:13.000Z,#NoToJeepneyPhaseout,,,,,,
마리안,@direkiane,2023-03-08T17:08:06.000Z,"Parang awa niyo na!!! Mas okay ang jeep talaga. Dahil sa isang linggong jeepney strike, isang linggo din akong magbubook ng angkas, back and forth yan makapasok sa work at makauwi lang ng bahay. #NoToJeepneyPhaseout",,1,2,,,
.princess dyanne,@nathaliechlc,2023-03-08T17:01:02.000Z,#NoToJeepneyPhaseout,,,,,,
khokonut,@Munchkins_0_o,2023-03-08T16:58:15.000Z,#NoToJeepneyPhaseout dapat mga gbf na hindi alam ang boundary at asal gf ang phina-phaseout pati mga lalakeng nang-abala sa buhay tapos hindi naman pala kayang panindigan hahahaha again #NoToJeepneyPhaseout,,,,,,
Edward #RejectMarcosDuterte,@__Aquaaaa,2023-03-08T16:56:02.000Z,"""Wala, mawawalan na kami ng trabaho.""

""Yung mayaman, lalong yayaman diyan.  Kami na mahirap lalong maghihirap.""

#NoToJeepneyPhaseout",,16,39,,,
d,@825wons,2023-03-08T16:55:55.000Z,maraming salamat sa patuloy na pakikiisa sa laban ng mga jeepney drivers  #NoToJeepneyPhaseout,,,1,,,
𝒋𝒂𝒄𝒒𝒖𝒆𝒔,@jacquesmaj,2023-03-08T16:55:09.000Z,Belated hbd sa aking paboritong pisces. ikaw ang pangarap kong maka holding hands sa jeep kaya #NoToJeepneyPhaseout,,,,,,
Shy⨾ Ni-ki's Bungeo-ppang,@Ni_kibabie,2023-03-08T16:45:27.000Z,"Hi everyone!  If you have money to spare, let's support this fundraising project for the jeepney drivers. Any amount is highly appreciated.  Rt to spread

#NoToJeepneyPhaseout",,1,3,,,
,@kvhrys,2023-03-08T16:27:14.000Z," 20. again, #NoToJeepneyPhaseout !",1,,6,,,
,@_marayayay,2023-03-08T16:23:00.000Z,#NoToJeepneyPhaseout pag tlaga tinanggal niyo wala ng mababasa sa papuntang trabaho every 06/24,,,3,,,
,@_marayayay,2023-03-08T16:21:20.000Z,#NoToJeepneyPhaseout PLS LANG PUNYETANG GOBYERNONG TO,1,,1,,,
,@kvhrys,2023-03-08T16:18:09.000Z, 17. #NoToJeepneyPhaseout !,1,1,5,,,
fan acc para kay japoy,@asul4j,2023-03-08T16:15:32.000Z,#NoToJeepneyPhaseout,,,,,,
MEEMOO,@Spacemeemoo,2023-03-08T16:14:32.000Z,"Will also post some organizations where you can donate if you won’t be able to mint  thank you!

#NoToJeepneyPhaseout",,1,2,,,
doss,@glyzatienza_,2023-03-08T16:13:46.000Z,"Replying to 
@loorikyoie",1,,,,,
Anakbayan UP Baguio,@anakbayanupb,2023-03-08T16:13:00.000Z,"#IWWD2023
#AbanteBabae
#WomensMonth2023
#NoToJeepneyPhaseout
#NoToCharterChange

BUONG PAHAYAG: https://facebook.com/100066679837634/posts/pfbid0L8grHUDCFc1qYcuLP1UP73JhtRjxkLzXa8SYP2CVDvw8bE2sMxCdssVgdWTbruTel/?mibextid=cr9u03…",,,1,,,
Ava Max (On Tour Finally),@dawnquixote_,2023-03-08T16:12:25.000Z,"Yes

#notohomophobia
#notoracism
#notosexism
#NoToJeepneyPhaseout",,,4,,,
cob,@cobbv_,2023-03-08T15:51:14.000Z,"IDK PERO ANG BOBO NETO. NOT BECAUSE THE MAJORITY ARE SUPPORTING THE #NoToJeepneyPhaseout WE’RE ALL AGAINST. IT’S NOT ABOUT THE JEEPNEY MODERNIZATION, IT’S ABOUT THE TERMS AND SUBSIDIES. THEY ARE NOT READY FOR THAT. MADALING SABIHIN YUNG PRESYO AND IN REALITY MAHIRAP SYANG BAYARAN",2,2,5,,,
ꔛ FML IS HERE & MY DEMON IS COMING ‧₊˚,@aintryl_,2023-03-08T15:48:37.000Z,"Sa sitwasyon na ‘to. Walang masisisi sa mga action nila. I mean, for long-term effect ang ipinaglalaban ng isa tapos ang isa naman ay ang pangangailangan niya gayon na rin ang pamilya niya. Kaya please lang, #NoToJeepneyPhaseout. Isipin naman sana ng mga nasa itaas ang epekto+",1,,,,,
loona duchannes,@homework4eva,2023-03-08T15:39:51.000Z,#NoToJeepneyPhaseout yup. Hindi po ako BBM supporter. ew.,1,,,,,
dar #JoinNDMOs,@itzmehdarlita,2023-03-08T15:18:30.000Z,"Isa si manong sa nakausap namin kanina, at abot tainga ang kanyang ngiti no'ng marinig niya na i-rereview ng Malacañang ang policies sa PUV Phaseout. Patuloy na naniniwala at naninindigan si manong na pakikinggan ang kanilang mga panawagan!

#NoToJeepneyPhaseout",1,,8,,,
dar #JoinNDMOs,@itzmehdarlita,2023-03-08T15:18:27.000Z,"#NoToJeepneyPhaseout

A thread:
Polyeto Pakat Series: 2nd Day (030823)

Bago mag-OBR, pumunta ulit kami saglit sa mga terminal upang mamolyeto patungkol sa Jeepney Phaseout at ibalita sa mga tsuper, operators, at komyuters ang update tungkol sa dayalogong naganap sa Malacañang.",1,3,37,,,
dyanne,@arcicol4,2023-03-08T15:13:39.000Z,#NoToJeepneyPhaseout,,,,,,
Rogelio Cerna,@cerroger13,2023-03-08T15:10:04.000Z,Ang tahimik ng paradahan #NoToJeepneyPhaseout,,,,,,
@jpncess_hatdog II HP¹⁴¹,@jpncess_hatdog II HP¹⁴¹,2023-03-08T15:08:10.000Z,"Replying to 
@andrjpvstr",,,1,,,
reiko ★,@kusuroll,2023-03-08T14:54:08.000Z,#NoToJeepneyPhaseout malala,,,,,,
cha``,@seryosoo,2023-03-08T14:49:46.000Z,She said #NoToJeepneyPhaseout ! https://twitter.com/jisoophoric/status/1633473847407308800…,,,,,,
karl #MarcosMamamatayTao,@eicvsfascism,2023-03-08T14:48:47.000Z,"Kaya wala siyang alam pagdating sa mga isyu ng transportasyon, eh. Panay eroplano. Panay junket. Di man lang sumakay ng jeep kahit isang beses.
#NoToJeepneyPhaseout",,4,30,,,
Catherine Reyes,@khate0817,2023-03-08T14:46:32.000Z,#NoToJeepneyPhaseout,,,,,,
Francis,@immmrealrae,2023-03-08T14:45:46.000Z,"#NoToJeepneyPhaseout , grabe na yung pamumuno ng mga gobyerno hindi man lang naawa sa mga jeepney driver, paano kung ayon na lang yung pinagkukunan nila ng kaperahan para sa pang araw-araw na pangangailangan ng kanilang pamilya?",,,,,,
Sol,@_gwynethmay,2023-03-08T14:45:26.000Z,#NoToJeepneyPhaseout,,,,,,
CONGRATULATIONS basTITE,@daphmaldi,2023-03-08T14:45:04.000Z,"please watch this vid about 2 jeepney drivers having a misunderstanding, sobrang sad ng both sides  #NoToJeepneyPhaseout napaka-fucked up ng paligid",,,,,,
mika,@kaiudpota,2023-03-08T14:44:32.000Z,#NoToJeepneyPhaseout,,,,,,
𝕵.𝕬. #𝕯𝖊𝖛𝖊𝖑𝖔𝖕𝖒𝖊𝖓𝖙𝕱𝖔𝖗𝕬𝖑𝖑,@jamontalbs,2023-03-08T14:43:07.000Z,"Ipapaalala lang natin ito no. Sumakay kayo sa neoliberal na patakaran ukol sa jeepney modernization noong panahon ni Duterte. Ngayong umaalma ang mga tsuper dahil sa hindi makatarungang transisyon sa modernisasyon ng mga jeepney, bigla kang babanat ng ganyan? #NoToJeepneyPhaseout",1,98,276,,,
PinPin10,@PinPin103,2023-03-08T14:42:47.000Z,"BOBO. Hirap sa inyo kasi ng mga kakampwet andami nyong nakikisakay sa #NoToJeepneyPhaseout, pero hanggang ingay lang kayo, alam ng mga yan n ginagamit nyo lang cla, pati ba naman jan mag 123 pa kayo?",,,,,,
Erin★,@__erinclaire,2023-03-08T14:32:49.000Z,#NoToJeepneyPhaseout,,,,,,
singkit but filo,@filokristsingto,2023-03-08T14:30:23.000Z,#NoToJeepneyPhaseout,,2,3,,,
The Wasted Wanderer,@_wastedwanderer,2023-03-08T14:27:34.000Z,"Replying to 
@Michael550265",,,1,,,
,@q_zephella,2023-03-08T14:26:15.000Z,"#NoToJeepneyPhaseout
@yesha_quimora",2,1,4,,,
☆_☆,@jawnuhree,2023-03-08T14:25:43.000Z,"mas nindot jud magchika at the same time mag overthink sa jeep
#NoToJeepneyPhaseout",,1,2,,,
Gabriela YOUTH Davao,@gydavao1,2023-03-08T14:24:27.000Z,"—ug burukrata kapitalismo na mao nagapatay sa katungod sa kababayenhan ug sa katawhan. 

#internationalwomensday
#LabananAngAbuso
#SahodItaasPresyoIbaba
#NoToMandatoryROTC
#NoToJeepneyPhaseout
#youngwomenfightback",,,1,,,
frg.ct,@_khatyyy,2023-03-08T14:22:46.000Z,#NoToJeepneyPhaseout ,,,,,,
kayla,@i43sm,2023-03-08T14:20:32.000Z,"eh nag ka strike putangina may pasok na daw bukas tapos oc padin pala 

#NoToJeepneyPhaseout",,,,,,
ai iro,@C9Atari,2023-03-08T14:07:36.000Z,"Sa mga nakaupo nasa gobyerno, tupadin ang tungkulin ninyo dahil ibinoto kayo ng taong-bayan.
Lahat tayo ay damay. Mapa jeepney driver or commuters. 

#NoToJeepneyPhaseout",,,1,,,
Kabataan Partylist Bulacan,@KPL_Bulacan,2023-03-08T14:07:32.000Z,"Namahagi rin ng mga polyeto at stickers, nangalap ng pirma para sa petisyon, at nagsabit ng banners ang mga ito na may panawagan na itigil ang nakaambang phaseout sa mga PUV.

Basahin ang buong pahayag: https://facebook.com/100077984853136/posts/pfbid0JFazs1ELowSK5Zx2UWef8kNLBWTgVPPufEi1BX8oQ4v4Lb85XvkyPP844rj2PkEtl/?app=fbl… (2/2)

#NoToJeepneyPhaseout
#NoToPUVPhaseout",,,3,,,
Kabataan Partylist Bulacan,@KPL_Bulacan,2023-03-08T14:07:13.000Z,"BULACAN KALAMPAGAN (DAY 3)

LOOK: Nagtungo ang mga kabataaan sa Marilao ngayong araw upang kumustahin ang lagay ng mga tsuper sa nasabing bayan. (1/2)

#NoToJeepneyPhaseout
#NoToPUVPhaseout",1,6,17,,,
raw,@biyahae,2023-03-08T14:04:42.000Z,#NoToJeepneyPhaseout,1,,4,,,
